# Homebrew Version oracle: da12368691a124f3e22a00a02e6587e4f148f8d0
# Inputs: selected formula versions and exact-identity bottle runtime floors from the local registry snapshot, plus captured disagreement cases.
# identity	left	right	expected
glibmm@2.66	2.66.10	2.66.7	1
glibmm@2.66	2.66.10	2.66.8	1
glibmm@2.66	2.66.10	2.66.9	1
glibmm@2.66	2.66.2	2.66.10	-1
glibmm@2.66	2.66.6	2.66.10	-1
glibmm@2.66	2.66.7	2.66.10	-1
glibmm@2.66	2.66.8	2.66.10	-1
glibmm@2.66	2.66.9	2.66.10	-1
glm	0.9.9.3	1.0.3	-1
glm	0.9.9.5	1.0.3	-1
glm	0.9.9.8	1.0.3	-1
glm	1.0.1	1.0.3	-1
glm	1.0.2	1.0.3	-1
glm	1.0.3	0.9.9.3	1
glm	1.0.3	0.9.9.5	1
glm	1.0.3	0.9.9.8	1
glm	1.0.3	1.0.1	1
glm	1.0.3	1.0.2	1
glog	0.6.0	0.7.1	-1
glog	0.7.1	0.6.0	1
glow	2.1.1	3.0.0	-1
glow	3.0.0	2.1.1	1
glslang	11.13.0	16.5.0	-1
glslang	12.1.0	16.5.0	-1
glslang	12.2.0	16.5.0	-1
glslang	13.1.1	16.5.0	-1
glslang	14.0.0	16.5.0	-1
glslang	14.2.0	16.5.0	-1
glslang	15.0.0	16.5.0	-1
glslang	15.1.0	16.5.0	-1
glslang	16.3.0	16.5.0	-1
glslang	16.4.0	16.5.0	-1
glslang	16.5.0	11.13.0	1
glslang	16.5.0	12.1.0	1
glslang	16.5.0	12.2.0	1
glslang	16.5.0	13.1.1	1
glslang	16.5.0	14.0.0	1
glslang	16.5.0	14.2.0	1
glslang	16.5.0	15.0.0	1
glslang	16.5.0	15.1.0	1
glslang	16.5.0	16.3.0	1
glslang	16.5.0	16.4.0	1
gmp	6.1.2	6.3.0	-1
gmp	6.2.0	6.3.0	-1
gmp	6.2.1	6.3.0	-1
gmp	6.3.0	6.1.2	1
gmp	6.3.0	6.2.0	1
gmp	6.3.0	6.2.1	1
gnome-autoar	0.4.5	0.5.0	-1
gnome-autoar	0.5.0	0.4.5	1
gnu-getopt	2.36.1	2.42.2	-1
gnu-getopt	2.36.2	2.42.2	-1
gnu-getopt	2.37	2.42.2	-1
gnu-getopt	2.37.2	2.42.2	-1
gnu-getopt	2.37.4	2.42.2	-1
gnu-getopt	2.38.1	2.42.2	-1
gnu-getopt	2.40.2	2.42.2	-1
gnu-getopt	2.41.1	2.42.2	-1
gnu-getopt	2.42	2.42.2	-1
gnu-getopt	2.42.2	2.36.1	1
gnu-getopt	2.42.2	2.36.2	1
gnu-getopt	2.42.2	2.37	1
gnu-getopt	2.42.2	2.37.2	1
gnu-getopt	2.42.2	2.37.4	1
gnu-getopt	2.42.2	2.38.1	1
gnu-getopt	2.42.2	2.40.2	1
gnu-getopt	2.42.2	2.41.1	1
gnu-getopt	2.42.2	2.42	1
gnu-sed	4.10	4.9	1
gnu-sed	4.9	4.10	-1
gnupg	2.3.6	2.5.21	-1
gnupg	2.3.7	2.5.21	-1
gnupg	2.3.8	2.5.21	-1
gnupg	2.4.3	2.5.21	-1
gnupg	2.4.5	2.5.21	-1
gnupg	2.4.6	2.5.21	-1
gnupg	2.4.7	2.5.21	-1
gnupg	2.4.8	2.5.21	-1
gnupg	2.4.9	2.5.21	-1
gnupg	2.5.18	2.5.21	-1
gnupg	2.5.19	2.5.21	-1
gnupg	2.5.20	2.5.21	-1
gnupg	2.5.21	2.3.6	1
gnupg	2.5.21	2.3.7	1
gnupg	2.5.21	2.3.8	1
gnupg	2.5.21	2.4.3	1
gnupg	2.5.21	2.4.5	1
gnupg	2.5.21	2.4.6	1
gnupg	2.5.21	2.4.7	1
gnupg	2.5.21	2.4.8	1
gnupg	2.5.21	2.4.9	1
gnupg	2.5.21	2.5.18	1
gnupg	2.5.21	2.5.19	1
gnupg	2.5.21	2.5.20	1
gnuplot	6.0.1	6.0.5	-1
gnuplot	6.0.2	6.0.5	-1
gnuplot	6.0.3	6.0.5	-1
gnuplot	6.0.4	6.0.5	-1
gnuplot	6.0.5	6.0.1	1
gnuplot	6.0.5	6.0.2	1
gnuplot	6.0.5	6.0.3	1
gnuplot	6.0.5	6.0.4	1
gnutls	3.6.12	3.8.13	-1
gnutls	3.6.15	3.8.13	-1
gnutls	3.6.16	3.8.13	-1
gnutls	3.7.4	3.8.13	-1
gnutls	3.7.6	3.8.13	-1
gnutls	3.7.7	3.8.13	-1
gnutls	3.7.8	3.8.13	-1
gnutls	3.8.0	3.8.13	-1
gnutls	3.8.1	3.8.13	-1
gnutls	3.8.10	3.8.13	-1
gnutls	3.8.11	3.8.13	-1
gnutls	3.8.12	3.8.13	-1
gnutls	3.8.13	3.6.12	1
gnutls	3.8.13	3.6.15	1
gnutls	3.8.13	3.6.16	1
gnutls	3.8.13	3.7.4	1
gnutls	3.8.13	3.7.6	1
gnutls	3.8.13	3.7.7	1
gnutls	3.8.13	3.7.8	1
gnutls	3.8.13	3.8.0	1
gnutls	3.8.13	3.8.1	1
gnutls	3.8.13	3.8.10	1
gnutls	3.8.13	3.8.11	1
gnutls	3.8.13	3.8.12	1
gnutls	3.8.13	3.8.2	1
gnutls	3.8.13	3.8.4	1
gnutls	3.8.13	3.8.9	1
gnutls	3.8.2	3.8.13	-1
gnutls	3.8.4	3.8.13	-1
gnutls	3.8.9	3.8.13	-1
go	1.18.2	1.27.0	-1
go	1.19.3	1.27.0	-1
go	1.20.2	1.27.0	-1
go	1.21.1	1.27.0	-1
go	1.23.1	1.27.0	-1
go	1.23.2	1.27.0	-1
go	1.24.2	1.27.0	-1
go	1.25.0	1.27.0	-1
go	1.25.1	1.27.0	-1
go	1.25.2	1.27.0	-1
go	1.25.5	1.27.0	-1
go	1.26.1	1.27.0	-1
go	1.26.2	1.27.0	-1
go	1.26.4	1.27.0	-1
go	1.26.5	1.27.0	-1
go	1.26.6	1.27.0	-1
go	1.26.7	1.27.0	-1
go	1.27.0	1.18.2	1
go	1.27.0	1.19.3	1
go	1.27.0	1.20.2	1
go	1.27.0	1.21.1	1
go	1.27.0	1.23.1	1
go	1.27.0	1.23.2	1
go	1.27.0	1.24.2	1
go	1.27.0	1.25.0	1
go	1.27.0	1.25.1	1
go	1.27.0	1.25.2	1
go	1.27.0	1.25.5	1
go	1.27.0	1.26.1	1
go	1.27.0	1.26.2	1
go	1.27.0	1.26.4	1
go	1.27.0	1.26.5	1
go	1.27.0	1.26.6	1
go	1.27.0	1.26.7	1
go@1.25	1.25.12	1.25.14	-1
go@1.25	1.25.14	1.25.12	1
gobject-introspection	1.66.1	1.86.0	-1
gobject-introspection	1.68.0	1.86.0	-1
gobject-introspection	1.70.0	1.86.0	-1
gobject-introspection	1.72.0	1.86.0	-1
gobject-introspection	1.76.1	1.86.0	-1
gobject-introspection	1.78.1	1.86.0	-1
gobject-introspection	1.82.0	1.86.0	-1
gobject-introspection	1.84.0	1.86.0	-1
gobject-introspection	1.86.0	1.66.1	1
gobject-introspection	1.86.0	1.68.0	1
gobject-introspection	1.86.0	1.70.0	1
gobject-introspection	1.86.0	1.72.0	1
gobject-introspection	1.86.0	1.76.1	1
gobject-introspection	1.86.0	1.78.1	1
gobject-introspection	1.86.0	1.82.0	1
gobject-introspection	1.86.0	1.84.0	1
gopass	1.16.0	1.16.1	-1
gopass	1.16.1	1.16.0	1
gosec	2.28.0	2.29.0	-1
gosec	2.29.0	2.28.0	1
govulncheck	1.6.0	1.7.0	-1
govulncheck	1.7.0	1.6.0	1
gpac	2.4.0	26.07.0	-1
gpac	26.02.0	26.07.0	-1
gpac	26.07.0	2.4.0	1
gpac	26.07.0	26.02.0	1
gperf	3.1	3.3	-1
gperf	3.2	3.3	-1
gperf	3.3	3.1	1
gperf	3.3	3.2	1
gperftools	2.10	2.18.1	-1
gperftools	2.15	2.18.1	-1
gperftools	2.16	2.18.1	-1
gperftools	2.17.2	2.18.1	-1
gperftools	2.18	2.18.1	-1
gperftools	2.18.1	2.10	1
gperftools	2.18.1	2.15	1
gperftools	2.18.1	2.16	1
gperftools	2.18.1	2.17.2	1
gperftools	2.18.1	2.18	1
gperftools	2.18.1	2.5	1
gperftools	2.18.1	2.6.1	1
gperftools	2.18.1	2.7	1
gperftools	2.18.1	2.8	1
gperftools	2.18.1	2.9.1	1
gperftools	2.5	2.18.1	-1
gperftools	2.6.1	2.18.1	-1
gperftools	2.7	2.18.1	-1
gperftools	2.8	2.18.1	-1
gperftools	2.9.1	2.18.1	-1
gpgme	1.23.2	2.1.2	-1
gpgme	1.24.1	2.1.2	-1
gpgme	1.24.2	2.1.2	-1
gpgme	2.0.0	2.1.2	-1
gpgme	2.0.1	2.1.2	-1
gpgme	2.1.0	2.1.2	-1
gpgme	2.1.1	2.1.2	-1
gpgme	2.1.2	1.23.2	1
gpgme	2.1.2	1.24.1	1
gpgme	2.1.2	1.24.2	1
gpgme	2.1.2	2.0.0	1
gpgme	2.1.2	2.0.1	1
gpgme	2.1.2	2.1.0	1
gpgme	2.1.2	2.1.1	1
gpgmepp	2.0.0	2.1.0	-1
gpgmepp	2.1.0	2.0.0	1
gpsd	3.27	3.27.5	-1
gpsd	3.27.5	3.27	1
gradle	9.6.1	9.7.1	-1
gradle	9.7.0	9.7.1	-1
gradle	9.7.1	9.6.1	1
gradle	9.7.1	9.7.0	1
graphicsmagick	1.3.47	1.3.48	-1
graphicsmagick	1.3.48	1.3.47	1
graphite2	1.3.14	1.3.15	-1
graphite2	1.3.15	1.3.14	1
graphviz	12.1.1	15.1.1	-1
graphviz	12.2.1	15.1.1	-1
graphviz	13.1.2	15.1.1	-1
graphviz	14.0.1	15.1.1	-1
graphviz	14.0.2	15.1.1	-1
graphviz	14.1.0	15.1.1	-1
graphviz	14.1.3	15.1.1	-1
graphviz	14.1.4	15.1.1	-1
graphviz	14.1.5	15.1.1	-1
graphviz	15.0.0	15.1.1	-1
graphviz	15.1.0	15.1.1	-1
graphviz	15.1.1	12.1.1	1
graphviz	15.1.1	12.2.1	1
graphviz	15.1.1	13.1.2	1
graphviz	15.1.1	14.0.1	1
graphviz	15.1.1	14.0.2	1
graphviz	15.1.1	14.1.0	1
graphviz	15.1.1	14.1.3	1
graphviz	15.1.1	14.1.4	1
graphviz	15.1.1	14.1.5	1
graphviz	15.1.1	15.0.0	1
graphviz	15.1.1	15.1.0	1
graphviz	15.1.1	2.50.0	1
graphviz	15.1.1	7.0.0	1
graphviz	15.1.1	7.0.1	1
graphviz	15.1.1	7.1.0	1
graphviz	15.1.1	9.0.0	1
graphviz	2.50.0	15.1.1	-1
graphviz	7.0.0	15.1.1	-1
graphviz	7.0.1	15.1.1	-1
graphviz	7.1.0	15.1.1	-1
graphviz	9.0.0	15.1.1	-1
groff	1.22.4	1.24.1	-1
groff	1.23.0	1.24.1	-1
groff	1.24.1	1.22.4	1
groff	1.24.1	1.23.0	1
gromacs	2026.1	2026.3	-1
gromacs	2026.3	2026.1	1
groonga	16.0.0	16.0.9	-1
groonga	16.0.5	16.0.9	-1
groonga	16.0.8	16.0.9	-1
groonga	16.0.9	16.0.0	1
groonga	16.0.9	16.0.5	1
groonga	16.0.9	16.0.8	1
grpc	1.76.0	1.83.1	-1
grpc	1.80.0	1.83.1	-1
grpc	1.81.0	1.83.1	-1
grpc	1.82.1	1.83.1	-1
grpc	1.83.0	1.83.1	-1
grpc	1.83.1	1.76.0	1
grpc	1.83.1	1.80.0	1
grpc	1.83.1	1.81.0	1
grpc	1.83.1	1.82.1	1
grpc	1.83.1	1.83.0	1
gsasl	2.2.2	2.2.4	-1
gsasl	2.2.4	2.2.2	1
gsettings-desktop-schemas	40.0	50.1	-1
gsettings-desktop-schemas	41.0	50.1	-1
gsettings-desktop-schemas	43.0	50.1	-1
gsettings-desktop-schemas	45.0	50.1	-1
gsettings-desktop-schemas	46.0	50.1	-1
gsettings-desktop-schemas	46.1	50.1	-1
gsettings-desktop-schemas	47.1	50.1	-1
gsettings-desktop-schemas	48.0	50.1	-1
gsettings-desktop-schemas	49.0	50.1	-1
gsettings-desktop-schemas	49.1	50.1	-1
gsettings-desktop-schemas	50.0	50.1	-1
gsettings-desktop-schemas	50.1	40.0	1
gsettings-desktop-schemas	50.1	41.0	1
gsettings-desktop-schemas	50.1	43.0	1
gsettings-desktop-schemas	50.1	45.0	1
gsettings-desktop-schemas	50.1	46.0	1
gsettings-desktop-schemas	50.1	46.1	1
gsettings-desktop-schemas	50.1	47.1	1
gsettings-desktop-schemas	50.1	48.0	1
gsettings-desktop-schemas	50.1	49.0	1
gsettings-desktop-schemas	50.1	49.1	1
gsettings-desktop-schemas	50.1	50.0	1
gspell	1.14.2	1.14.4	-1
gspell	1.14.4	1.14.2	1
gssdp	1.6.5	1.6.6	-1
gssdp	1.6.6	1.6.5	1
gstreamer	1.20.0	1.28.6	-1
gstreamer	1.24.10	1.28.6	-1
gstreamer	1.24.12	1.28.6	-1
gstreamer	1.24.9	1.28.6	-1
gstreamer	1.26.0	1.28.6	-1
gstreamer	1.26.10	1.28.6	-1
gstreamer	1.26.5	1.28.6	-1
gstreamer	1.26.7	1.28.6	-1
gstreamer	1.26.8	1.28.6	-1
gstreamer	1.26.9	1.28.6	-1
gstreamer	1.28.0	1.28.6	-1
gstreamer	1.28.1	1.28.6	-1
gstreamer	1.28.3	1.28.6	-1
gstreamer	1.28.4	1.28.6	-1
gstreamer	1.28.5	1.28.6	-1
gstreamer	1.28.6	1.20.0	1
gstreamer	1.28.6	1.24.10	1
gstreamer	1.28.6	1.24.12	1
gstreamer	1.28.6	1.24.9	1
gstreamer	1.28.6	1.26.0	1
gstreamer	1.28.6	1.26.10	1
gstreamer	1.28.6	1.26.5	1
gstreamer	1.28.6	1.26.7	1
gstreamer	1.28.6	1.26.8	1
gstreamer	1.28.6	1.26.9	1
gstreamer	1.28.6	1.28.0	1
gstreamer	1.28.6	1.28.1	1
gstreamer	1.28.6	1.28.3	1
gstreamer	1.28.6	1.28.4	1
gstreamer	1.28.6	1.28.5	1
gtk+3	3.24.30	3.24.52	-1
gtk+3	3.24.33	3.24.52	-1
gtk+3	3.24.34	3.24.52	-1
gtk+3	3.24.35	3.24.52	-1
gtk+3	3.24.38	3.24.52	-1
gtk+3	3.24.41	3.24.52	-1
gtk+3	3.24.42	3.24.52	-1
gtk+3	3.24.43	3.24.52	-1
gtk+3	3.24.49	3.24.52	-1
gtk+3	3.24.50	3.24.52	-1
gtk+3	3.24.51	3.24.52	-1
gtk+3	3.24.52	3.24.30	1
gtk+3	3.24.52	3.24.33	1
gtk+3	3.24.52	3.24.34	1
gtk+3	3.24.52	3.24.35	1
gtk+3	3.24.52	3.24.38	1
gtk+3	3.24.52	3.24.41	1
gtk+3	3.24.52	3.24.42	1
gtk+3	3.24.52	3.24.43	1
gtk+3	3.24.52	3.24.49	1
gtk+3	3.24.52	3.24.50	1
gtk+3	3.24.52	3.24.51	1
gtk4	4.16.12	4.22.4	-1
gtk4	4.16.6	4.22.4	-1
gtk4	4.16.7	4.22.4	-1
gtk4	4.18.3	4.22.4	-1
gtk4	4.20.1	4.22.4	-1
gtk4	4.20.2	4.22.4	-1
gtk4	4.20.3	4.22.4	-1
gtk4	4.22.0	4.22.4	-1
gtk4	4.22.1	4.22.4	-1
gtk4	4.22.2	4.22.4	-1
gtk4	4.22.4	4.16.12	1
gtk4	4.22.4	4.16.6	1
gtk4	4.22.4	4.16.7	1
gtk4	4.22.4	4.18.3	1
gtk4	4.22.4	4.20.1	1
gtk4	4.22.4	4.20.2	1
gtk4	4.22.4	4.20.3	1
gtk4	4.22.4	4.22.0	1
gtk4	4.22.4	4.22.1	1
gtk4	4.22.4	4.22.2	1
gtkmm3	3.24.10	3.24.11	-1
gtkmm3	3.24.11	3.24.10	1
gtkmm3	3.24.11	3.24.8	1
gtkmm3	3.24.11	3.24.9	1
gtkmm3	3.24.8	3.24.11	-1
gtkmm3	3.24.9	3.24.11	-1
gtksourceview5	5.18.0	5.20.0	-1
gtksourceview5	5.20.0	5.18.0	1
guile	3.0.10	3.0.11	-1
guile	3.0.11	3.0.10	1
guile	3.0.11	3.0.4	1
guile	3.0.11	3.0.5	1
guile	3.0.11	3.0.7	1
guile	3.0.11	3.0.8	1
guile	3.0.11	3.0.9	1
guile	3.0.4	3.0.11	-1
guile	3.0.5	3.0.11	-1
guile	3.0.7	3.0.11	-1
guile	3.0.8	3.0.11	-1
guile	3.0.9	3.0.11	-1
guile-fibers	1.3.1	1.4.3	-1
guile-fibers	1.4.3	1.3.1	1
gum	0.14.3	2.0.0	-1
gum	2.0.0	0.14.3	1
gzip	1.11	1.14	-1
gzip	1.12	1.14	-1
gzip	1.13	1.14	-1
gzip	1.14	1.11	1
gzip	1.14	1.12	1
gzip	1.14	1.13	1
hackrf	2024.02.1	2026.01.3	-1
hackrf	2026.01.3	2024.02.1	1
hadoop	3.4.2	3.5.0	-1
hadoop	3.5.0	3.4.2	1
hamlib	4.6.5	4.7.2	-1
hamlib	4.7.2	4.6.5	1
harfbuzz	10.0.0	14.4.0	-1
harfbuzz	10.0.1	14.4.0	-1
harfbuzz	10.1.0	14.4.0	-1
harfbuzz	10.2.0	14.4.0	-1
harfbuzz	10.3.0	14.4.0	-1
harfbuzz	10.4.0	14.4.0	-1
harfbuzz	11.0.0	14.4.0	-1
harfbuzz	11.0.1	14.4.0	-1
harfbuzz	11.1.0	14.4.0	-1
harfbuzz	11.2.0	14.4.0	-1
harfbuzz	11.2.1	14.4.0	-1
harfbuzz	11.3.3	14.4.0	-1
harfbuzz	11.4.1	14.4.0	-1
harfbuzz	11.4.2	14.4.0	-1
harfbuzz	11.4.3	14.4.0	-1
harfbuzz	11.4.5	14.4.0	-1
harfbuzz	11.5.0	14.4.0	-1
harfbuzz	11.5.1	14.4.0	-1
harfbuzz	12.0.0	14.4.0	-1
harfbuzz	12.1.0	14.4.0	-1
harfbuzz	12.2.0	14.4.0	-1
harfbuzz	12.3.0	14.4.0	-1
harfbuzz	12.3.2	14.4.0	-1
harfbuzz	13.0.0	14.4.0	-1
harfbuzz	13.0.1	14.4.0	-1
harfbuzz	13.1.0	14.4.0	-1
harfbuzz	13.1.1	14.4.0	-1
harfbuzz	13.2.1	14.4.0	-1
harfbuzz	14.0.0	14.4.0	-1
harfbuzz	14.1.0	14.4.0	-1
harfbuzz	14.2.0	14.4.0	-1
harfbuzz	14.2.1	14.4.0	-1
harfbuzz	14.3.0	14.4.0	-1
harfbuzz	14.3.1	14.4.0	-1
harfbuzz	14.4.0	10.0.0	1
harfbuzz	14.4.0	10.0.1	1
harfbuzz	14.4.0	10.1.0	1
harfbuzz	14.4.0	10.2.0	1
harfbuzz	14.4.0	10.3.0	1
harfbuzz	14.4.0	10.4.0	1
harfbuzz	14.4.0	11.0.0	1
harfbuzz	14.4.0	11.0.1	1
harfbuzz	14.4.0	11.1.0	1
harfbuzz	14.4.0	11.2.0	1
harfbuzz	14.4.0	11.2.1	1
harfbuzz	14.4.0	11.3.3	1
harfbuzz	14.4.0	11.4.1	1
harfbuzz	14.4.0	11.4.2	1
harfbuzz	14.4.0	11.4.3	1
harfbuzz	14.4.0	11.4.5	1
harfbuzz	14.4.0	11.5.0	1
harfbuzz	14.4.0	11.5.1	1
harfbuzz	14.4.0	12.0.0	1
harfbuzz	14.4.0	12.1.0	1
harfbuzz	14.4.0	12.2.0	1
harfbuzz	14.4.0	12.3.0	1
harfbuzz	14.4.0	12.3.2	1
harfbuzz	14.4.0	13.0.0	1
harfbuzz	14.4.0	13.0.1	1
harfbuzz	14.4.0	13.1.0	1
harfbuzz	14.4.0	13.1.1	1
harfbuzz	14.4.0	13.2.1	1
harfbuzz	14.4.0	14.0.0	1
harfbuzz	14.4.0	14.1.0	1
harfbuzz	14.4.0	14.2.0	1
harfbuzz	14.4.0	14.2.1	1
harfbuzz	14.4.0	14.3.0	1
harfbuzz	14.4.0	14.3.1	1
harfbuzz	14.4.0	2.7.4	1
harfbuzz	14.4.0	2.8.2	1
harfbuzz	14.4.0	2.9.0	1
harfbuzz	14.4.0	3.0.0	1
harfbuzz	14.4.0	3.1.0	1
harfbuzz	14.4.0	3.1.2	1
harfbuzz	14.4.0	3.2.0	1
harfbuzz	14.4.0	4.0.1	1
harfbuzz	14.4.0	4.1.0	1
harfbuzz	14.4.0	5.1.0	1
harfbuzz	14.4.0	5.3.1	1
harfbuzz	14.4.0	7.0.1	1
harfbuzz	14.4.0	7.1.0	1
harfbuzz	14.4.0	7.3.0	1
harfbuzz	14.4.0	8.2.1	1
harfbuzz	14.4.0	8.2.2	1
harfbuzz	14.4.0	8.3.0	1
harfbuzz	14.4.0	8.4.0	1
harfbuzz	14.4.0	8.5.0	1
harfbuzz	14.4.0	9.0.0	1
harfbuzz	2.7.4	14.4.0	-1
harfbuzz	2.8.2	14.4.0	-1
harfbuzz	2.9.0	14.4.0	-1
harfbuzz	3.0.0	14.4.0	-1
harfbuzz	3.1.0	14.4.0	-1
harfbuzz	3.1.2	14.4.0	-1
harfbuzz	3.2.0	14.4.0	-1
harfbuzz	4.0.1	14.4.0	-1
harfbuzz	4.1.0	14.4.0	-1
harfbuzz	5.1.0	14.4.0	-1
harfbuzz	5.3.1	14.4.0	-1
harfbuzz	7.0.1	14.4.0	-1
harfbuzz	7.1.0	14.4.0	-1
harfbuzz	7.3.0	14.4.0	-1
harfbuzz	8.2.1	14.4.0	-1
harfbuzz	8.2.2	14.4.0	-1
harfbuzz	8.3.0	14.4.0	-1
harfbuzz	8.4.0	14.4.0	-1
harfbuzz	8.5.0	14.4.0	-1
harfbuzz	9.0.0	14.4.0	-1
hdf5	1.14.4.3	2.2.0	-1
hdf5	1.14.6	2.2.0	-1
hdf5	2.0.0	2.2.0	-1
hdf5	2.1.0	2.2.0	-1
hdf5	2.1.1	2.2.0	-1
hdf5	2.2.0	1.14.4.3	1
hdf5	2.2.0	1.14.6	1
hdf5	2.2.0	2.0.0	1
hdf5	2.2.0	2.1.0	1
hdf5	2.2.0	2.1.1	1
hdf5-mpi	2.1.1	2.2.0	-1
hdf5-mpi	2.2.0	2.1.1	1
hdrhistogram_c	0.11.10	0.11.9	1
hdrhistogram_c	0.11.9	0.11.10	-1
helm	4.1.4	4.2.4	-1
helm	4.2.0	4.2.4	-1
helm	4.2.3	4.2.4	-1
helm	4.2.4	4.1.4	1
helm	4.2.4	4.2.0	1
helm	4.2.4	4.2.3	1
hicolor-icon-theme	0.17	0.18	-1
hicolor-icon-theme	0.18	0.17	1
hidapi	0.10.0	0.15.0	-1
hidapi	0.10.1	0.15.0	-1
hidapi	0.11.0	0.15.0	-1
hidapi	0.12.0	0.15.0	-1
hidapi	0.13.1	0.15.0	-1
hidapi	0.14.0	0.15.0	-1
hidapi	0.15.0	0.10.0	1
hidapi	0.15.0	0.10.1	1
hidapi	0.15.0	0.11.0	1
hidapi	0.15.0	0.12.0	1
hidapi	0.15.0	0.13.1	1
hidapi	0.15.0	0.14.0	1
hidapi	0.15.0	0.8.0-rc1	1
hidapi	0.15.0	0.9.0	1
hidapi	0.8.0-rc1	0.15.0	-1
hidapi	0.9.0	0.15.0	-1
highway	1.0.1	1.4.0	-1
highway	1.0.2	1.4.0	-1
highway	1.0.3	1.4.0	-1
highway	1.0.4	1.4.0	-1
highway	1.0.6	1.4.0	-1
highway	1.0.7	1.4.0	-1
highway	1.2.0	1.4.0	-1
highway	1.3.0	1.4.0	-1
highway	1.4.0	1.0.1	1
highway	1.4.0	1.0.2	1
highway	1.4.0	1.0.3	1
highway	1.4.0	1.0.4	1
highway	1.4.0	1.0.6	1
highway	1.4.0	1.0.7	1
highway	1.4.0	1.2.0	1
highway	1.4.0	1.3.0	1
hiredis	1.2.0	1.4.1	-1
hiredis	1.4.0	1.4.1	-1
hiredis	1.4.1	1.2.0	1
hiredis	1.4.1	1.4.0	1
howard-hinnant-date	3.0.4	3.0.5	-1
howard-hinnant-date	3.0.5	3.0.4	1
htslib	1.18	1.24	-1
htslib	1.21	1.24	-1
htslib	1.22.1	1.24	-1
htslib	1.23	1.24	-1
htslib	1.23.1	1.24	-1
htslib	1.24	1.18	1
htslib	1.24	1.21	1
htslib	1.24	1.22.1	1
htslib	1.24	1.23	1
htslib	1.24	1.23.1	1
httpd	2.4.66	2.4.68	-1
httpd	2.4.68	2.4.66	1
hunspell	1.7.0	1.7.3	-1
hunspell	1.7.2	1.7.3	-1
hunspell	1.7.3	1.7.0	1
hunspell	1.7.3	1.7.2	1
hwloc	2.0.4	2.14.0	-1
hwloc	2.1.0	2.14.0	-1
hwloc	2.11.1	2.14.0	-1
hwloc	2.11.2	2.14.0	-1
hwloc	2.12.0	2.14.0	-1
hwloc	2.12.1	2.14.0	-1
hwloc	2.12.2	2.14.0	-1
hwloc	2.13.0	2.14.0	-1
hwloc	2.14.0	2.0.4	1
hwloc	2.14.0	2.1.0	1
hwloc	2.14.0	2.11.1	1
hwloc	2.14.0	2.11.2	1
hwloc	2.14.0	2.12.0	1
hwloc	2.14.0	2.12.1	1
hwloc	2.14.0	2.12.2	1
hwloc	2.14.0	2.13.0	1
hwloc	2.14.0	2.3.0	1
hwloc	2.14.0	2.4.0	1
hwloc	2.14.0	2.5.0	1
hwloc	2.14.0	2.6.0	1
hwloc	2.14.0	2.7.0	1
hwloc	2.14.0	2.7.1	1
hwloc	2.14.0	2.8.0	1
hwloc	2.14.0	2.9.0	1
hwloc	2.14.0	2.9.2	1
hwloc	2.14.0	2.9.3	1
hwloc	2.3.0	2.14.0	-1
hwloc	2.4.0	2.14.0	-1
hwloc	2.5.0	2.14.0	-1
hwloc	2.6.0	2.14.0	-1
hwloc	2.7.0	2.14.0	-1
hwloc	2.7.1	2.14.0	-1
hwloc	2.8.0	2.14.0	-1
hwloc	2.9.0	2.14.0	-1
hwloc	2.9.2	2.14.0	-1
hwloc	2.9.3	2.14.0	-1
hypre	3.1.0	3.2.0	-1
hypre	3.2.0	3.1.0	1
i2util	1.2	5.2.6	-1
i2util	5.1.3	5.2.6	-1
i2util	5.1.4	5.2.6	-1
i2util	5.2.2	5.2.6	-1
i2util	5.2.6	1.2	1
i2util	5.2.6	5.1.3	1
i2util	5.2.6	5.1.4	1
i2util	5.2.6	5.2.2	1
icon	9.5.22e	9.5.25a	-1
icon	9.5.23a	9.5.25a	-1
icon	9.5.24a	9.5.25a	-1
icon	9.5.24b	9.5.25a	-1
icon	9.5.25a	9.5.22e	1
icon	9.5.25a	9.5.23a	1
icon	9.5.25a	9.5.24a	1
icon	9.5.25a	9.5.24b	1
icu4c@78	78.1	78.3	-1
icu4c@78	78.2	78.3	-1
icu4c@78	78.3	78.1	1
icu4c@78	78.3	78.2	1
imagemagick	7.0.10-56	7.1.2-30	-1
imagemagick	7.0.11-0	7.1.2-30	-1
imagemagick	7.1.0-13	7.1.2-30	-1
imagemagick	7.1.0-29	7.1.2-30	-1
imagemagick	7.1.0-52	7.1.2-30	-1
imagemagick	7.1.1-19	7.1.2-30	-1
imagemagick	7.1.1-26	7.1.2-30	-1
imagemagick	7.1.1-36	7.1.2-30	-1
imagemagick	7.1.1-38	7.1.2-30	-1
imagemagick	7.1.1-39	7.1.2-30	-1
imagemagick	7.1.1-46	7.1.2-30	-1
imagemagick	7.1.2-11	7.1.2-30	-1
imagemagick	7.1.2-12	7.1.2-30	-1
imagemagick	7.1.2-13	7.1.2-30	-1
imagemagick	7.1.2-15	7.1.2-30	-1
imagemagick	7.1.2-23	7.1.2-30	-1
imagemagick	7.1.2-25	7.1.2-30	-1
imagemagick	7.1.2-26	7.1.2-30	-1
imagemagick	7.1.2-27	7.1.2-30	-1
imagemagick	7.1.2-29	7.1.2-30	-1
imagemagick	7.1.2-3	7.1.2-30	-1
imagemagick	7.1.2-30	7.0.10-56	1
