# Homebrew Version oracle: da12368691a124f3e22a00a02e6587e4f148f8d0
# Inputs: selected formula versions and exact-identity bottle runtime floors from the local registry snapshot, plus captured disagreement cases.
# identity	left	right	expected
libunistring	1.4.2	0.9.10	1
libunistring	1.4.2	1.0	1
libunistring	1.4.2	1.1	1
libunistring	1.4.2	1.2	1
libunistring	1.4.2	1.3	1
libunistring	1.4.2	1.4	1
libunistring	1.4.2	1.4.1	1
libunwind	1.5.0	1.8.3	-1
libunwind	1.8.1	1.8.3	-1
libunwind	1.8.2	1.8.3	-1
libunwind	1.8.3	1.5.0	1
libunwind	1.8.3	1.8.1	1
libunwind	1.8.3	1.8.2	1
liburing	2.14	2.15	-1
liburing	2.15	2.14	1
libusb	1.0.21	1.0.30	-1
libusb	1.0.22	1.0.30	-1
libusb	1.0.23	1.0.30	-1
libusb	1.0.24	1.0.30	-1
libusb	1.0.26	1.0.30	-1
libusb	1.0.27	1.0.30	-1
libusb	1.0.28	1.0.30	-1
libusb	1.0.29	1.0.30	-1
libusb	1.0.30	1.0.21	1
libusb	1.0.30	1.0.22	1
libusb	1.0.30	1.0.23	1
libusb	1.0.30	1.0.24	1
libusb	1.0.30	1.0.26	1
libusb	1.0.30	1.0.27	1
libusb	1.0.30	1.0.28	1
libusb	1.0.30	1.0.29	1
libusb-compat	0.1.5	0.1.9	-1
libusb-compat	0.1.8	0.1.9	-1
libusb-compat	0.1.9	0.1.5	1
libusb-compat	0.1.9	0.1.8	1
libuv	1.41.1	1.52.1	-1
libuv	1.42.0	1.52.1	-1
libuv	1.44.2	1.52.1	-1
libuv	1.45.0	1.52.1	-1
libuv	1.46.0	1.52.1	-1
libuv	1.47.0	1.52.1	-1
libuv	1.48.0	1.52.1	-1
libuv	1.49.0	1.52.1	-1
libuv	1.49.1	1.52.1	-1
libuv	1.49.2	1.52.1	-1
libuv	1.50.0	1.52.1	-1
libuv	1.51.0	1.52.1	-1
libuv	1.52.0	1.52.1	-1
libuv	1.52.1	1.41.1	1
libuv	1.52.1	1.42.0	1
libuv	1.52.1	1.44.2	1
libuv	1.52.1	1.45.0	1
libuv	1.52.1	1.46.0	1
libuv	1.52.1	1.47.0	1
libuv	1.52.1	1.48.0	1
libuv	1.52.1	1.49.0	1
libuv	1.52.1	1.49.1	1
libuv	1.52.1	1.49.2	1
libuv	1.52.1	1.50.0	1
libuv	1.52.1	1.51.0	1
libuv	1.52.1	1.52.0	1
libva	2.12.0	2.24.1	-1
libva	2.13.0	2.24.1	-1
libva	2.14.0	2.24.1	-1
libva	2.15.0	2.24.1	-1
libva	2.16.0	2.24.1	-1
libva	2.18.0	2.24.1	-1
libva	2.20.0	2.24.1	-1
libva	2.21.0	2.24.1	-1
libva	2.22.0	2.24.1	-1
libva	2.23.0	2.24.1	-1
libva	2.24.0	2.24.1	-1
libva	2.24.1	2.12.0	1
libva	2.24.1	2.13.0	1
libva	2.24.1	2.14.0	1
libva	2.24.1	2.15.0	1
libva	2.24.1	2.16.0	1
libva	2.24.1	2.18.0	1
libva	2.24.1	2.20.0	1
libva	2.24.1	2.21.0	1
libva	2.24.1	2.22.0	1
libva	2.24.1	2.23.0	1
libva	2.24.1	2.24.0	1
libvdpau	1.4	1.5	-1
libvdpau	1.5	1.4	1
libvidstab	1.1.0	1.1.2	-1
libvidstab	1.1.1	1.1.2	-1
libvidstab	1.1.2	1.1.0	1
libvidstab	1.1.2	1.1.1	1
libvirt	11.9.0	12.6.0	-1
libvirt	12.3.0	12.6.0	-1
libvirt	12.5.0	12.6.0	-1
libvirt	12.6.0	11.9.0	1
libvirt	12.6.0	12.3.0	1
libvirt	12.6.0	12.5.0	1
libvirt-python	12.5.0	12.6.0	-1
libvirt-python	12.6.0	12.5.0	1
libvmaf	2.3.0	3.2.0	-1
libvmaf	2.3.1	3.2.0	-1
libvmaf	3.0.0	3.2.0	-1
libvmaf	3.1.0	3.2.0	-1
libvmaf	3.2.0	2.3.0	1
libvmaf	3.2.0	2.3.1	1
libvmaf	3.2.0	3.0.0	1
libvmaf	3.2.0	3.1.0	1
libvorbis	1.3.5	1.3.7	-1
libvorbis	1.3.6	1.3.7	-1
libvorbis	1.3.7	1.3.5	1
libvorbis	1.3.7	1.3.6	1
libvpx	1.11.0	1.17.0	-1
libvpx	1.12.0	1.17.0	-1
libvpx	1.13.0	1.17.0	-1
libvpx	1.13.1	1.17.0	-1
libvpx	1.15.0	1.17.0	-1
libvpx	1.15.1	1.17.0	-1
libvpx	1.15.2	1.17.0	-1
libvpx	1.16.0	1.17.0	-1
libvpx	1.17.0	1.11.0	1
libvpx	1.17.0	1.12.0	1
libvpx	1.17.0	1.13.0	1
libvpx	1.17.0	1.13.1	1
libvpx	1.17.0	1.15.0	1
libvpx	1.17.0	1.15.1	1
libvpx	1.17.0	1.15.2	1
libvpx	1.17.0	1.16.0	1
libvpx	1.17.0	1.9.0	1
libvpx	1.9.0	1.17.0	-1
libvterm	0.3	0.3.3	-1
libvterm	0.3.2	0.3.3	-1
libvterm	0.3.3	0.3	1
libvterm	0.3.3	0.3.2	1
libwebsockets	4.5.4	5.0.0	-1
libwebsockets	4.5.8	5.0.0	-1
libwebsockets	5.0.0	4.5.4	1
libwebsockets	5.0.0	4.5.8	1
libwmf	0.2.13	0.2.15	-1
libwmf	0.2.15	0.2.13	1
libwpd	0.10.2	0.10.3	-1
libwpd	0.10.3	0.10.2	1
libwpe	1.16.0	1.16.3	-1
libwpe	1.16.2	1.16.3	-1
libwpe	1.16.3	1.16.0	1
libwpe	1.16.3	1.16.2	1
libwpg	0.3.2	0.3.4	-1
libwpg	0.3.3	0.3.4	-1
libwpg	0.3.4	0.3.2	1
libwpg	0.3.4	0.3.3	1
libwps	0.4.10	0.4.14	-1
libwps	0.4.12	0.4.14	-1
libwps	0.4.13	0.4.14	-1
libwps	0.4.14	0.4.10	1
libwps	0.4.14	0.4.12	1
libwps	0.4.14	0.4.13	1
libwps	0.4.14	0.4.8	1
libwps	0.4.8	0.4.14	-1
libx11	1.6.12	1.8.13	-1
libx11	1.7.0	1.8.13	-1
libx11	1.7.2	1.8.13	-1
libx11	1.7.3.1	1.8.13	-1
libx11	1.7.5	1.8.13	-1
libx11	1.8	1.8.13	-1
libx11	1.8.1	1.8.13	-1
libx11	1.8.10	1.8.13	-1
libx11	1.8.11	1.8.13	-1
libx11	1.8.12	1.8.13	-1
libx11	1.8.13	1.6.12	1
libx11	1.8.13	1.7.0	1
libx11	1.8.13	1.7.2	1
libx11	1.8.13	1.7.3.1	1
libx11	1.8.13	1.7.5	1
libx11	1.8.13	1.8	1
libx11	1.8.13	1.8.1	1
libx11	1.8.13	1.8.10	1
libx11	1.8.13	1.8.11	1
libx11	1.8.13	1.8.12	1
libx11	1.8.13	1.8.2	1
libx11	1.8.13	1.8.4	1
libx11	1.8.13	1.8.6	1
libx11	1.8.13	1.8.7	1
libx11	1.8.13	1.8.9	1
libx11	1.8.2	1.8.13	-1
libx11	1.8.4	1.8.13	-1
libx11	1.8.6	1.8.13	-1
libx11	1.8.7	1.8.13	-1
libx11	1.8.9	1.8.13	-1
libxau	1.0.10	1.0.12	-1
libxau	1.0.11	1.0.12	-1
libxau	1.0.12	1.0.10	1
libxau	1.0.12	1.0.11	1
libxau	1.0.12	1.0.9	1
libxau	1.0.9	1.0.12	-1
libxaw	1.0.14	1.0.16	-1
libxaw	1.0.16	1.0.14	1
libxc	7.0.0	7.1.2	-1
libxc	7.1.2	7.0.0	1
libxcb	1.13.1	1.17.0	-1
libxcb	1.14	1.17.0	-1
libxcb	1.15	1.17.0	-1
libxcb	1.16	1.17.0	-1
libxcb	1.16.1	1.17.0	-1
libxcb	1.17.0	1.13.1	1
libxcb	1.17.0	1.14	1
libxcb	1.17.0	1.15	1
libxcb	1.17.0	1.16	1
libxcb	1.17.0	1.16.1	1
libxcomposite	0.4.5	0.4.7	-1
libxcomposite	0.4.6	0.4.7	-1
libxcomposite	0.4.7	0.4.5	1
libxcomposite	0.4.7	0.4.6	1
libxcrypt	4.4.28	4.5.2	-1
libxcrypt	4.4.31	4.5.2	-1
libxcrypt	4.4.33	4.5.2	-1
libxcrypt	4.4.35	4.5.2	-1
libxcrypt	4.4.36	4.5.2	-1
libxcrypt	4.4.37	4.5.2	-1
libxcrypt	4.4.38	4.5.2	-1
libxcrypt	4.5.0	4.5.2	-1
libxcrypt	4.5.1	4.5.2	-1
libxcrypt	4.5.2	4.4.28	1
libxcrypt	4.5.2	4.4.31	1
libxcrypt	4.5.2	4.4.33	1
libxcrypt	4.5.2	4.4.35	1
libxcrypt	4.5.2	4.4.36	1
libxcrypt	4.5.2	4.4.37	1
libxcrypt	4.5.2	4.4.38	1
libxcrypt	4.5.2	4.5.0	1
libxcrypt	4.5.2	4.5.1	1
libxcursor	1.2.0	1.2.3	-1
libxcursor	1.2.1	1.2.3	-1
libxcursor	1.2.2	1.2.3	-1
libxcursor	1.2.3	1.2.0	1
libxcursor	1.2.3	1.2.1	1
libxcursor	1.2.3	1.2.2	1
libxcvt	0.1.2	0.1.3	-1
libxcvt	0.1.3	0.1.2	1
libxdamage	1.1.5	1.1.7	-1
libxdamage	1.1.6	1.1.7	-1
libxdamage	1.1.7	1.1.5	1
libxdamage	1.1.7	1.1.6	1
libxdmcp	1.1.3	1.1.5	-1
libxdmcp	1.1.4	1.1.5	-1
libxdmcp	1.1.5	1.1.3	1
libxdmcp	1.1.5	1.1.4	1
libxext	1.3.4	1.3.7	-1
libxext	1.3.5	1.3.7	-1
libxext	1.3.6	1.3.7	-1
libxext	1.3.7	1.3.4	1
libxext	1.3.7	1.3.5	1
libxext	1.3.7	1.3.6	1
libxfixes	5.0.3	6.0.2	-1
libxfixes	6.0.0	6.0.2	-1
libxfixes	6.0.1	6.0.2	-1
libxfixes	6.0.2	5.0.3	1
libxfixes	6.0.2	6.0.0	1
libxfixes	6.0.2	6.0.1	1
libxfont2	2.0.6	2.0.9	-1
libxfont2	2.0.7	2.0.9	-1
libxfont2	2.0.8	2.0.9	-1
libxfont2	2.0.9	2.0.6	1
libxfont2	2.0.9	2.0.7	1
libxfont2	2.0.9	2.0.8	1
libxft	2.3.4	2.3.9	-1
libxft	2.3.6	2.3.9	-1
libxft	2.3.7	2.3.9	-1
libxft	2.3.8	2.3.9	-1
libxft	2.3.9	2.3.4	1
libxft	2.3.9	2.3.6	1
libxft	2.3.9	2.3.7	1
libxft	2.3.9	2.3.8	1
libxi	1.7.10	1.8.3	-1
libxi	1.8	1.8.3	-1
libxi	1.8.1	1.8.3	-1
libxi	1.8.2	1.8.3	-1
libxi	1.8.3	1.7.10	1
libxi	1.8.3	1.8	1
libxi	1.8.3	1.8.1	1
libxi	1.8.3	1.8.2	1
libxinerama	1.1.4	1.1.6	-1
libxinerama	1.1.5	1.1.6	-1
libxinerama	1.1.6	1.1.4	1
libxinerama	1.1.6	1.1.5	1
libxkbcommon	1.10.0	1.13.2	-1
libxkbcommon	1.11.0	1.13.2	-1
libxkbcommon	1.12.0	1.13.2	-1
libxkbcommon	1.12.2	1.13.2	-1
libxkbcommon	1.12.3	1.13.2	-1
libxkbcommon	1.13.0	1.13.2	-1
libxkbcommon	1.13.1	1.13.2	-1
libxkbcommon	1.13.2	1.10.0	1
libxkbcommon	1.13.2	1.11.0	1
libxkbcommon	1.13.2	1.12.0	1
libxkbcommon	1.13.2	1.12.2	1
libxkbcommon	1.13.2	1.12.3	1
libxkbcommon	1.13.2	1.13.0	1
libxkbcommon	1.13.2	1.13.1	1
libxkbcommon	1.13.2	1.3.0	1
libxkbcommon	1.13.2	1.4.0	1
libxkbcommon	1.13.2	1.4.1	1
libxkbcommon	1.13.2	1.5.0	1
libxkbcommon	1.13.2	1.7.0	1
libxkbcommon	1.13.2	1.8.0	1
libxkbcommon	1.13.2	1.8.1	1
libxkbcommon	1.13.2	1.9.0	1
libxkbcommon	1.3.0	1.13.2	-1
libxkbcommon	1.4.0	1.13.2	-1
libxkbcommon	1.4.1	1.13.2	-1
libxkbcommon	1.5.0	1.13.2	-1
libxkbcommon	1.7.0	1.13.2	-1
libxkbcommon	1.8.0	1.13.2	-1
libxkbcommon	1.8.1	1.13.2	-1
libxkbcommon	1.9.0	1.13.2	-1
libxkbfile	1.1.0	1.2.0	-1
libxkbfile	1.1.2	1.2.0	-1
libxkbfile	1.1.3	1.2.0	-1
libxkbfile	1.2.0	1.1.0	1
libxkbfile	1.2.0	1.1.2	1
libxkbfile	1.2.0	1.1.3	1
libxml2	2.10.0	2.15.3	-1
libxml2	2.10.2	2.15.3	-1
libxml2	2.10.3	2.15.3	-1
libxml2	2.10.4	2.15.3	-1
libxml2	2.11.1	2.15.3	-1
libxml2	2.11.3	2.15.3	-1
libxml2	2.11.4	2.15.3	-1
libxml2	2.12.0	2.15.3	-1
libxml2	2.12.1	2.15.3	-1
libxml2	2.12.2	2.15.3	-1
libxml2	2.12.3	2.15.3	-1
libxml2	2.12.4	2.15.3	-1
libxml2	2.12.5	2.15.3	-1
libxml2	2.12.6	2.15.3	-1
libxml2	2.12.7	2.15.3	-1
libxml2	2.12.8	2.15.3	-1
libxml2	2.13.3	2.15.3	-1
libxml2	2.13.4	2.15.3	-1
libxml2	2.13.5	2.15.3	-1
libxml2	2.13.6	2.15.3	-1
libxml2	2.13.7	2.15.3	-1
libxml2	2.13.8	2.15.3	-1
libxml2	2.15.1	2.15.3	-1
libxml2	2.15.2	2.15.3	-1
libxml2	2.15.3	2.10.0	1
libxml2	2.15.3	2.10.2	1
libxml2	2.15.3	2.10.3	1
libxml2	2.15.3	2.10.4	1
libxml2	2.15.3	2.11.1	1
libxml2	2.15.3	2.11.3	1
libxml2	2.15.3	2.11.4	1
libxml2	2.15.3	2.12.0	1
libxml2	2.15.3	2.12.1	1
libxml2	2.15.3	2.12.2	1
libxml2	2.15.3	2.12.3	1
libxml2	2.15.3	2.12.4	1
libxml2	2.15.3	2.12.5	1
libxml2	2.15.3	2.12.6	1
libxml2	2.15.3	2.12.7	1
libxml2	2.15.3	2.12.8	1
libxml2	2.15.3	2.13.3	1
libxml2	2.15.3	2.13.4	1
libxml2	2.15.3	2.13.5	1
libxml2	2.15.3	2.13.6	1
libxml2	2.15.3	2.13.7	1
libxml2	2.15.3	2.13.8	1
libxml2	2.15.3	2.15.1	1
libxml2	2.15.3	2.15.2	1
libxml2	2.15.3	2.9.12	1
libxml2	2.15.3	2.9.13	1
libxml2	2.15.3	2.9.14	1
libxml2	2.9.12	2.15.3	-1
libxml2	2.9.13	2.15.3	-1
libxml2	2.9.14	2.15.3	-1
libxmlb	0.3.21	0.3.29	-1
libxmlb	0.3.22	0.3.29	-1
libxmlb	0.3.24	0.3.29	-1
libxmlb	0.3.25	0.3.29	-1
libxmlb	0.3.28	0.3.29	-1
libxmlb	0.3.29	0.3.21	1
libxmlb	0.3.29	0.3.22	1
libxmlb	0.3.29	0.3.24	1
libxmlb	0.3.29	0.3.25	1
libxmlb	0.3.29	0.3.28	1
libxmlsec1	1.3.12	1.3.5	1
libxmlsec1	1.3.5	1.3.12	-1
libxmp	4.6.0	4.7.2	-1
libxmp	4.6.2	4.7.2	-1
libxmp	4.6.3	4.7.2	-1
libxmp	4.7.0	4.7.2	-1
libxmp	4.7.1	4.7.2	-1
libxmp	4.7.2	4.6.0	1
libxmp	4.7.2	4.6.2	1
libxmp	4.7.2	4.6.3	1
libxmp	4.7.2	4.7.0	1
libxmp	4.7.2	4.7.1	1
libxmu	1.1.3	1.3.1	-1
libxmu	1.1.4	1.3.1	-1
libxmu	1.2.1	1.3.1	-1
libxmu	1.3.0	1.3.1	-1
libxmu	1.3.1	1.1.3	1
libxmu	1.3.1	1.1.4	1
libxmu	1.3.1	1.2.1	1
libxmu	1.3.1	1.3.0	1
libxp	1.0.3	1.0.4	-1
libxp	1.0.4	1.0.3	1
libxpm	3.5.13	3.5.19	-1
libxpm	3.5.16	3.5.19	-1
libxpm	3.5.17	3.5.19	-1
libxpm	3.5.18	3.5.19	-1
libxpm	3.5.19	3.5.13	1
libxpm	3.5.19	3.5.16	1
libxpm	3.5.19	3.5.17	1
libxpm	3.5.19	3.5.18	1
libxrandr	1.5.2	1.5.5	-1
libxrandr	1.5.3	1.5.5	-1
libxrandr	1.5.4	1.5.5	-1
libxrandr	1.5.5	1.5.2	1
libxrandr	1.5.5	1.5.3	1
libxrandr	1.5.5	1.5.4	1
libxrender	0.9.10	0.9.12	-1
libxrender	0.9.11	0.9.12	-1
libxrender	0.9.12	0.9.10	1
libxrender	0.9.12	0.9.11	1
libxscrnsaver	1.2.3	1.2.5	-1
libxscrnsaver	1.2.4	1.2.5	-1
libxscrnsaver	1.2.5	1.2.3	1
libxscrnsaver	1.2.5	1.2.4	1
libxshmfence	1.3	1.3.3	-1
libxshmfence	1.3.2	1.3.3	-1
libxshmfence	1.3.3	1.3	1
libxshmfence	1.3.3	1.3.2	1
libxslt	1.1.34	1.1.45	-1
libxslt	1.1.35	1.1.45	-1
libxslt	1.1.37	1.1.45	-1
libxslt	1.1.38	1.1.45	-1
libxslt	1.1.39	1.1.45	-1
libxslt	1.1.42	1.1.45	-1
libxslt	1.1.43	1.1.45	-1
libxslt	1.1.45	1.1.34	1
libxslt	1.1.45	1.1.35	1
libxslt	1.1.45	1.1.37	1
libxslt	1.1.45	1.1.38	1
libxslt	1.1.45	1.1.39	1
libxslt	1.1.45	1.1.42	1
libxslt	1.1.45	1.1.43	1
libxt	1.2.0	1.3.1	-1
libxt	1.2.1	1.3.1	-1
libxt	1.3.0	1.3.1	-1
libxt	1.3.1	1.2.0	1
libxt	1.3.1	1.2.1	1
libxt	1.3.1	1.3.0	1
libxtst	1.2.3	1.2.5	-1
libxtst	1.2.4	1.2.5	-1
libxtst	1.2.5	1.2.3	1
libxtst	1.2.5	1.2.4	1
libxv	1.0.11	1.0.13	-1
libxv	1.0.12	1.0.13	-1
libxv	1.0.13	1.0.11	1
libxv	1.0.13	1.0.12	1
libxvmc	1.0.12	1.0.15	-1
libxvmc	1.0.13	1.0.15	-1
libxvmc	1.0.15	1.0.12	1
libxvmc	1.0.15	1.0.13	1
libxxf86vm	1.1.4	1.1.7	-1
libxxf86vm	1.1.5	1.1.7	-1
libxxf86vm	1.1.6	1.1.7	-1
libxxf86vm	1.1.7	1.1.4	1
libxxf86vm	1.1.7	1.1.5	1
libxxf86vm	1.1.7	1.1.6	1
libzim	9.8.0	9.8.2	-1
libzim	9.8.2	9.8.0	1
libzip	1.10.1	1.11.4	-1
libzip	1.11.3	1.11.4	-1
libzip	1.11.4	1.10.1	1
libzip	1.11.4	1.11.3	1
libzip	1.11.4	1.8.0	1
libzip	1.11.4	1.9.2	1
libzip	1.8.0	1.11.4	-1
libzip	1.9.2	1.11.4	-1
lima	2.1.2	2.2.0	-1
lima	2.2.0	2.1.2	1
linux-pam	1.5.2	1.7.2	-1
linux-pam	1.7.0	1.7.2	-1
linux-pam	1.7.1	1.7.2	-1
linux-pam	1.7.2	1.5.2	1
linux-pam	1.7.2	1.7.0	1
linux-pam	1.7.2	1.7.1	1
liquid-dsp	1.4.0	1.8.2	-1
liquid-dsp	1.5.0	1.8.2	-1
liquid-dsp	1.6.0	1.8.2	-1
liquid-dsp	1.7.0	1.8.2	-1
liquid-dsp	1.8.2	1.4.0	1
liquid-dsp	1.8.2	1.5.0	1
liquid-dsp	1.8.2	1.6.0	1
liquid-dsp	1.8.2	1.7.0	1
litehtml	0.10	0.9	1
litehtml	0.9	0.10	-1
little-cms2	2.11	2.19.1	-1
little-cms2	2.12	2.19.1	-1
little-cms2	2.13.1	2.19.1	-1
little-cms2	2.14	2.19.1	-1
little-cms2	2.15	2.19.1	-1
little-cms2	2.16	2.19.1	-1
little-cms2	2.17	2.19.1	-1
little-cms2	2.18	2.19.1	-1
little-cms2	2.19	2.19.1	-1
little-cms2	2.19.1	2.11	1
little-cms2	2.19.1	2.12	1
little-cms2	2.19.1	2.13.1	1
little-cms2	2.19.1	2.14	1
little-cms2	2.19.1	2.15	1
little-cms2	2.19.1	2.16	1
little-cms2	2.19.1	2.17	1
little-cms2	2.19.1	2.18	1
little-cms2	2.19.1	2.19	1
little-cms2	2.19.1	2.9	1
little-cms2	2.9	2.19.1	-1
llama.cpp	0.2.0	0.3.0	-1
llama.cpp	0.3.0	0.2.0	1
llama.cpp	0.3.0	9780	-1
llama.cpp	9780	0.3.0	1
lld	22.1.8	23.1.0	-1
lld	23.1.0	22.1.8	1
llhttp	9.3.0	9.4.3	-1
llhttp	9.3.1	9.4.3	-1
llhttp	9.4.1	9.4.3	-1
llhttp	9.4.2	9.4.3	-1
llhttp	9.4.3	9.3.0	1
llhttp	9.4.3	9.3.1	1
llhttp	9.4.3	9.4.1	1
llhttp	9.4.3	9.4.2	1
llvm	12.0.0	23.1.0	-1
llvm	12.0.1	23.1.0	-1
llvm	13.0.0	23.1.0	-1
llvm	13.0.1	23.1.0	-1
llvm	14.0.6	23.1.0	-1
llvm	15.0.0	23.1.0	-1
llvm	15.0.3	23.1.0	-1
llvm	15.0.5	23.1.0	-1
llvm	15.0.6	23.1.0	-1
llvm	15.0.7	23.1.0	-1
llvm	17.0.1	23.1.0	-1
llvm	17.0.6	23.1.0	-1
llvm	18.1.5	23.1.0	-1
llvm	18.1.7	23.1.0	-1
llvm	18.1.8	23.1.0	-1
llvm	19.1.1	23.1.0	-1
llvm	19.1.3	23.1.0	-1
llvm	19.1.4	23.1.0	-1
llvm	19.1.6	23.1.0	-1
llvm	19.1.7	23.1.0	-1
llvm	20.1.1	23.1.0	-1
llvm	20.1.2	23.1.0	-1
llvm	20.1.3	23.1.0	-1
llvm	20.1.5	23.1.0	-1
llvm	20.1.7	23.1.0	-1
llvm	20.1.8	23.1.0	-1
llvm	21.1.0	23.1.0	-1
llvm	21.1.1	23.1.0	-1
llvm	21.1.2	23.1.0	-1
llvm	21.1.3	23.1.0	-1
llvm	21.1.4	23.1.0	-1
llvm	21.1.5	23.1.0	-1
llvm	21.1.6	23.1.0	-1
llvm	21.1.7	23.1.0	-1
llvm	21.1.8	23.1.0	-1
llvm	22.1.0	23.1.0	-1
llvm	22.1.1	23.1.0	-1
llvm	22.1.2	23.1.0	-1
llvm	22.1.3	23.1.0	-1
llvm	22.1.4	23.1.0	-1
llvm	22.1.5	23.1.0	-1
llvm	22.1.6	23.1.0	-1
llvm	22.1.7	23.1.0	-1
llvm	22.1.8	23.1.0	-1
llvm	23.1.0	12.0.0	1
llvm	23.1.0	12.0.1	1
llvm	23.1.0	13.0.0	1
llvm	23.1.0	13.0.1	1
llvm	23.1.0	14.0.6	1
llvm	23.1.0	15.0.0	1
llvm	23.1.0	15.0.3	1
llvm	23.1.0	15.0.5	1
llvm	23.1.0	15.0.6	1
llvm	23.1.0	15.0.7	1
llvm	23.1.0	17.0.1	1
llvm	23.1.0	17.0.6	1
llvm	23.1.0	18.1.5	1
llvm	23.1.0	18.1.7	1
llvm	23.1.0	18.1.8	1
llvm	23.1.0	19.1.1	1
llvm	23.1.0	19.1.3	1
llvm	23.1.0	19.1.4	1
llvm	23.1.0	19.1.6	1
llvm	23.1.0	19.1.7	1
llvm	23.1.0	20.1.1	1
llvm	23.1.0	20.1.2	1
llvm	23.1.0	20.1.3	1
llvm	23.1.0	20.1.5	1
llvm	23.1.0	20.1.7	1
llvm	23.1.0	20.1.8	1
llvm	23.1.0	21.1.0	1
llvm	23.1.0	21.1.1	1
llvm	23.1.0	21.1.2	1
llvm	23.1.0	21.1.3	1
llvm	23.1.0	21.1.4	1
llvm	23.1.0	21.1.5	1
llvm	23.1.0	21.1.6	1
llvm	23.1.0	21.1.7	1
llvm	23.1.0	21.1.8	1
llvm	23.1.0	22.1.0	1
llvm	23.1.0	22.1.1	1
llvm	23.1.0	22.1.2	1
llvm	23.1.0	22.1.3	1
llvm	23.1.0	22.1.4	1
llvm	23.1.0	22.1.5	1
llvm	23.1.0	22.1.6	1
llvm	23.1.0	22.1.7	1
llvm	23.1.0	22.1.8	1
lm-sensors	3.6.0	3.6.2	-1
lm-sensors	3.6.2	3.6.0	1
lmdb	0.9.35	1.0.1	-1
lmdb	1.0.1	0.9.35	1
lmfit	10.0	11.0	-1
lmfit	11.0	10.0	1
lndir	1.0.5	1.0.6	-1
lndir	1.0.6	1.0.5	1
lsof	4.99.5	4.99.7	-1
lsof	4.99.7	4.99.5	1
lttng-ust	2.13.8	2.16.0	-1
lttng-ust	2.14.0	2.16.0	-1
lttng-ust	2.15.0	2.16.0	-1
lttng-ust	2.15.1	2.16.0	-1
lttng-ust	2.16.0	2.13.8	1
lttng-ust	2.16.0	2.14.0	1
lttng-ust	2.16.0	2.15.0	1
lttng-ust	2.16.0	2.15.1	1
lua	5.4.4	5.5.1	-1
lua	5.4.6	5.5.1	-1
lua	5.4.7	5.5.1	-1
lua	5.4.8	5.5.1	-1
lua	5.5.0	5.5.1	-1
lua	5.5.1	5.4.4	1
lua	5.5.1	5.4.6	1
lua	5.5.1	5.4.7	1
lua	5.5.1	5.4.8	1
lua	5.5.1	5.5.0	1
lua@5.4	5.4.8	5.4.9	-1
lua@5.4	5.4.9	5.4.8	1
luajit	2.0.5	2.1.1787165859	-1
luajit	2.1.0-beta3-20221004.1	2.1.1787165859	-1
luajit	2.1.0-beta3-20221122.1	2.1.1787165859	-1
luajit	2.1.0-beta3-20221208.2	2.1.1787165859	-1
luajit	2.1.0-beta3-20230813.2	2.1.1787165859	-1
luajit	2.1.1703358377	2.1.1787165859	-1
luajit	2.1.1725453128	2.1.1787165859	-1
luajit	2.1.1727870382	2.1.1787165859	-1
luajit	2.1.1741730670	2.1.1787165859	-1
luajit	2.1.1744014795	2.1.1787165859	-1
luajit	2.1.1753364724	2.1.1787165859	-1
luajit	2.1.1760617492	2.1.1787165859	-1
luajit	2.1.1765007043	2.1.1787165859	-1
luajit	2.1.1767980792	2.1.1787165859	-1
luajit	2.1.1770848219	2.1.1787165859	-1
luajit	2.1.1772148810	2.1.1787165859	-1
luajit	2.1.1772619647	2.1.1787165859	-1
luajit	2.1.1774896198	2.1.1787165859	-1
luajit	2.1.1780076327	2.1.1787165859	-1
luajit	2.1.1782726002	2.1.1787165859	-1
luajit	2.1.1783773675	2.1.1787165859	-1
luajit	2.1.1785192264	2.1.1787165859	-1
luajit	2.1.1785763465	2.1.1787165859	-1
luajit	2.1.1787058514	2.1.1787165859	-1
luajit	2.1.1787165859	2.0.5	1
luajit	2.1.1787165859	2.1.0-beta3-20221004.1	1
luajit	2.1.1787165859	2.1.0-beta3-20221122.1	1
luajit	2.1.1787165859	2.1.0-beta3-20221208.2	1
luajit	2.1.1787165859	2.1.0-beta3-20230813.2	1
luajit	2.1.1787165859	2.1.1703358377	1
luajit	2.1.1787165859	2.1.1725453128	1
luajit	2.1.1787165859	2.1.1727870382	1
luajit	2.1.1787165859	2.1.1741730670	1
luajit	2.1.1787165859	2.1.1744014795	1
luajit	2.1.1787165859	2.1.1753364724	1
luajit	2.1.1787165859	2.1.1760617492	1
luajit	2.1.1787165859	2.1.1765007043	1
luajit	2.1.1787165859	2.1.1767980792	1
luajit	2.1.1787165859	2.1.1770848219	1
luajit	2.1.1787165859	2.1.1772148810	1
luajit	2.1.1787165859	2.1.1772619647	1
luajit	2.1.1787165859	2.1.1774896198	1
luajit	2.1.1787165859	2.1.1780076327	1
luajit	2.1.1787165859	2.1.1782726002	1
luajit	2.1.1787165859	2.1.1783773675	1
luajit	2.1.1787165859	2.1.1785192264	1
luajit	2.1.1787165859	2.1.1785763465	1
luajit	2.1.1787165859	2.1.1787058514	1
luajit-openresty	2.1-20210510	2.1-20260824	-1
luajit-openresty	2.1-20220310	2.1-20260824	-1
luajit-openresty	2.1-20260824	2.1-20210510	1
